"X","GAD1","GAD2","GAD3","GAD4","GAD5","GAD6","GAD7","GADE","SWL1","SWL2","SWL3","SWL4","SWL5","Game","Platform","Hours","whyplay","streams","SPIN1","SPIN2","SPIN3","SPIN4","SPIN5","SPIN6","SPIN7","SPIN8","SPIN9","SPIN10","SPIN11","SPIN12","SPIN13","SPIN14","SPIN15","SPIN16","SPIN17","Narcissism","Gender","Age","Work","Degree","Birthplace","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Anxiety"
6846,1,0,0,0,1,1,0,"Somewhat difficult",4,6,3,2,1,"League of Legends","PC",20,"Competition",0,1,1,0,2,1,1,3,0,0,0,0,0,0,1,2,0,0,2,"Male",19,"Employed","High School","USA","USA","Multiplayer",3,16,12,0
6847,1,0,1,0,0,0,0,"Not difficult at all",2,4,2,2,3,"League of Legends","PC",20,"Competition",3,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2,"Male",20,"Student","High School","USA","USA","Singleplayer",2,13,6,0
6850,2,1,1,1,1,2,0,"Very difficult",1,2,2,1,1,"League of Legends","PC",6,"Competition",7,1,4,4,4,4,4,4,4,4,4,4,2,0,3,3,0,3,2,"Male",23,"Unemployed","High School","Netherlands","Netherlands","Multiplayer",8,7,52,0
6851,1,0,1,1,1,1,0,"Not difficult at all",4,3,3,3,1,"League of Legends","PC",7,"Fun",8,2,2,3,3,2,2,3,3,4,2,4,1,1,3,3,1,4,1,"Male",25,"Employed","Bachelors","USA","USA","Multiplayer",5,14,43,0
6852,0,0,0,1,1,2,1,"Not difficult at all",6,7,7,6,6,"League of Legends","PC",20,"Competition",15,1,1,1,2,1,0,2,3,1,0,2,0,0,1,0,0,2,3,"Male",18,"Student","None","USA","USA","Multiplayer",5,32,17,0
6853,1,2,2,1,1,0,1,"Somewhat difficult",2,2,2,1,1,"Starcraft 2","PC",8,"Fun",20,0,0,1,3,1,1,0,3,2,1,3,0,0,0,1,0,2,5,"Male",28,"Student","High School","Germany","Germany","Multiplayer",8,8,18,0
6854,3,3,3,3,0,2,2,"Very difficult",2,2,1,2,2,"League of Legends","PC",6,"Competition",28,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,4,"Male",21,"Student","High School","Uruguay","Uruguay","Multiplayer",16,9,6,1
6855,1,1,1,1,1,1,1,"Somewhat difficult",2,2,2,2,1,"League of Legends","PC",10,"Competition",5,1,3,0,0,2,1,3,0,1,0,2,2,2,2,2,2,2,1,"Male",32,"Employed","Masters","France","France","Multiplayer",7,9,25,0
6856,0,1,1,0,0,1,2,"Somewhat difficult",5,5,6,7,6,"League of Legends","PC",20,"Fun",20,1,3,2,4,2,0,4,2,3,1,4,0,2,2,2,0,2,2,"Male",21,"Student","High School","Germany","Greece","Multiplayer",5,29,34,0
6857,0,0,1,1,0,1,0,"Somewhat difficult",1,2,3,2,1,"League of Legends","PC",12,"Competition",20,0,1,0,1,1,2,1,2,2,1,3,0,0,1,1,0,0,3,"Male",23,"Unemployed","High School","USA","USA","Multiplayer",3,9,16,0
6858,1,0,2,1,0,1,2,"Somewhat difficult",5,6,5,2,1,"League of Legends","PC",30,"Competition",3,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,"Male",19,"Student","High School","USA","USA","Multiplayer",7,19,9,0
6859,1,0,2,0,0,1,0,"Not difficult at all",6,5,6,6,4,"League of Legends","PC",30,"Competition",7,2,2,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,2,"Male",18,"Student","High School","Uruguay","Uruguay","Multiplayer",4,27,10,0
6860,1,1,1,1,0,2,0,"Extremely difficult",1,3,1,2,2,"Other","PC",2,"Fun",1,0,1,2,2,2,2,2,4,3,2,2,2,2,3,2,0,1,1,"Male",23,"Employed","High School","Hungary","Hungary","Singleplayer",6,9,32,0
6861,0,1,1,0,1,1,1,"Very difficult",1,4,4,4,1,"League of Legends","PC",28,"Competition",8,2,2,1,1,4,2,0,1,3,1,2,0,0,3,2,2,2,1,"Male",18,"Student","High School","Philippines","Philippines","Multiplayer",5,14,28,0
6864,0,0,0,0,0,0,0,"Not difficult at all",5,6,6,6,6,"League of Legends","PC",25,"Fun",5,0,2,2,3,0,1,1,3,2,1,1,0,0,1,0,0,0,1,"Male",18,"Student","None","Poland","Poland","Multiplayer",0,29,17,0
6865,0,0,0,1,0,0,0,"Not difficult at all",5,6,6,6,6,"Other","PC",15,"Fun",2,1,1,1,1,1,1,1,0,1,1,0,2,4,1,1,2,1,2,"Male",18,"Student","High School","UK","UK","Singleplayer",1,29,20,0
6868,3,3,2,3,0,2,2,"Somewhat difficult",2,5,3,5,3,"League of Legends","PC",15,"Fun",20,3,2,2,2,2,0,1,2,2,0,0,0,2,1,1,0,1,1,"Male",29,"Employed","Bachelors","USA","USA","Multiplayer",15,18,21,1
6869,0,0,1,0,0,0,1,"Not difficult at all",3,5,4,3,2,"League of Legends","PC",15,"Fun",0,0,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,0,1,"Male",19,"Unemployed","High School","USA","USA","Multiplayer",2,17,7,0
6870,3,3,3,3,3,3,3,"Extremely difficult",2,2,4,2,1,"League of Legends","PC",10,"Competition",5,2,2,4,4,4,4,0,4,2,4,4,2,2,4,4,2,4,3,"Male",18,"Unemployed","None","Canada","Unknown","Multiplayer",21,11,52,1
6871,2,1,3,1,0,1,2,"Somewhat difficult",2,4,3,2,2,"League of Legends","PC",30,"Fun",30,0,3,2,3,2,3,3,3,3,3,4,2,3,4,4,0,3,2,"Male",25,"Employed","High School","Norway","Norway","Multiplayer",10,13,45,1
6872,1,0,0,0,0,1,0,"Not difficult at all",5,6,2,5,2,"League of Legends","PC",26,"Competition",6,1,4,1,2,1,1,4,1,0,1,0,2,0,0,0,2,1,1,"Male",21,"Student","High School","Romania","Romania","Multiplayer",2,20,21,0
6874,0,0,1,0,1,0,0,"Somewhat difficult",1,3,7,6,4,"League of Legends","PC",7,"Competition",21,1,2,3,4,0,3,0,4,4,0,3,0,0,0,0,1,2,1,"Male",20,"Student","High School","USA","USA","Multiplayer",2,21,27,0
6875,2,2,2,2,2,2,2,"Somewhat difficult",4,6,3,2,2,"League of Legends","PC",15,"Competition",5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"Male",21,"Employed","High School","Australia","Australia","Singleplayer",14,17,2,1
6876,1,0,0,1,0,0,1,"Somewhat difficult",5,5,6,4,1,"League of Legends","PC",16,"Competition",0,2,1,0,0,2,1,1,0,1,1,1,1,0,1,0,0,0,3,"Male",21,"Student","High School","Brazil","Brazil","Multiplayer",3,21,12,0
6877,3,2,2,1,0,1,2,"Very difficult",2,2,2,1,3,"League of Legends","PC",35,"Competition",2,1,2,2,3,2,2,4,0,2,3,1,0,0,3,3,0,3,2,"Male",26,"Employed","High School","USA","USA","Multiplayer",11,10,31,1
6878,0,0,1,0,2,1,0,"Not difficult at all",6,6,6,4,3,"League of Legends","PC",32,"Fun",24,1,0,1,0,1,2,0,1,0,0,4,2,0,0,0,0,0,3,"Male",21,"Employed","High School","USA","USA","Multiplayer",4,25,12,0
6879,0,0,0,0,0,0,0,"Not difficult at all",4,3,5,5,2,"League of Legends","PC",24,"Competition",20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,2,"Male",24,"Student","Bachelors","Bosnia and Herzegovina","Serbia","Multiplayer",0,19,7,0
6881,1,0,2,0,0,2,1,"Not difficult at all",4,5,4,3,3,"League of Legends","PC",30,"Competition",8,1,2,1,3,2,3,1,2,1,2,3,2,1,3,3,1,0,3,"Male",21,"Student","High School","Romania","Romania","Multiplayer",6,19,31,0
6882,1,0,1,1,0,1,1,"Somewhat difficult",2,5,3,2,2,"League of Legends","PC",16,"Fun",6,0,2,3,3,1,2,2,4,4,2,4,0,0,2,1,0,1,1,"Male",22,"Employed","Bachelors","UK","UK","Multiplayer",5,14,31,0
6883,1,0,2,2,0,2,0,"Somewhat difficult",3,5,3,6,6,"Counter Strike","PC",35,"Fun",20,2,3,3,4,4,4,1,3,3,3,2,1,1,1,4,1,0,1,"Male",19,"Student","High School","Brazil","Brazil","Multiplayer",7,23,40,0
6885,2,1,3,3,3,2,1,"Not difficult at all",5,6,5,3,5,"League of Legends","PC",57,"Fun",6,2,4,4,4,3,4,4,4,4,2,4,1,0,4,4,0,1,4,"Male",19,"Student","High School","Colombia","Colombia","Multiplayer",15,24,49,1
6886,1,0,1,1,0,1,1,"Somewhat difficult",6,5,4,5,2,"League of Legends","PC",13,"Fun",10,1,2,3,3,1,2,2,3,3,2,3,1,2,2,1,1,1,2,"Male",22,"Student","High School","Germany","Germany","Multiplayer",5,22,33,0
6887,0,0,1,0,0,2,0,"Somewhat difficult",5,6,6,2,7,"League of Legends","PC",25,"Competition",5,0,3,3,4,0,1,0,4,3,0,4,1,0,2,1,0,0,2,"Male",18,"Student","None","Portugal","Portugal","Multiplayer",3,26,26,0
6888,2,3,3,1,0,0,3,"Somewhat difficult",2,4,3,2,1,"League of Legends","PC",5,"Competition",4,2,3,0,3,1,0,2,0,4,1,2,0,2,4,2,0,2,2,"Male",21,"Employed","High School","Switzerland","Switzerland","Multiplayer",12,12,28,1
6889,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,5,6,"League of Legends","PC",14,"Fun",4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Male",19,"Employed","High School","Norway","Norway","Multiplayer",0,29,2,0
6890,0,0,1,0,0,1,0,"Somewhat difficult",5,6,5,3,4,"League of Legends","PC",25,"Fun",10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,"Male",24,"Employed","Bachelors","UK","UK","Multiplayer",2,23,3,0
6891,1,0,0,0,1,1,0,"Not difficult at all",5,7,7,5,4,"League of Legends","PC",21,"Competition",10,1,1,0,1,1,1,2,1,1,0,1,0,0,1,0,0,1,2,"Male",18,"Student","Bachelors","USA","USA","Multiplayer",3,28,12,0
6892,0,0,0,0,0,1,0,"Not difficult at all",5,3,5,3,6,"League of Legends","PC",20,"Competition",5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,"Male",18,"Student","None","Netherlands","Netherlands","Multiplayer",1,22,3,0
6893,1,1,1,0,0,0,0,"Not difficult at all",5,6,6,6,5,"League of Legends","PC",20,"Fun",5,2,3,3,3,3,3,1,1,2,2,4,2,0,1,2,1,1,2,"Male",19,"Student","High School","USA","USA","Multiplayer",3,28,34,0
6896,3,3,3,3,3,3,0,"Somewhat difficult",6,5,5,6,5,"League of Legends","PC",45,"Competition",5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,"Male",18,"Student","None","Finland","Finland","Singleplayer",18,27,34,1
6897,0,0,0,0,2,0,1,"Somewhat difficult",5,6,4,7,6,"League of Legends","PC",25,"Competition",25,1,1,2,3,1,3,0,3,1,1,4,0,0,1,2,1,1,2,"Male",18,"Student","High School","Slovenia","Slovenia","Multiplayer",3,28,25,0
6898,3,1,1,1,1,2,2,"Not difficult at all",5,5,5,5,2,"League of Legends","PC",15,"Fun",1,1,2,1,2,4,3,3,2,1,0,2,4,1,2,4,0,2,2,"Male",18,"Student","High School","Canada","Canada","Multiplayer",11,22,34,1
6899,1,0,1,0,1,2,0,"Not difficult at all",3,6,5,2,1,"League of Legends","PC",8,"Competition",3,1,3,2,3,0,1,4,1,1,3,2,0,0,2,4,0,0,1,"Male",20,"Student","High School","Czech Republic","Czech Republic","Multiplayer",5,17,27,0
6900,0,0,1,0,0,1,0,"Not difficult at all",3,5,3,1,3,"League of Legends","PC",20,"Fun",2,1,1,0,2,1,0,0,1,3,1,2,1,0,0,0,0,0,1,"Male",18,"Student","High School","Germany","Germany","Multiplayer",2,15,13,0
6901,3,1,3,3,1,1,1,"Somewhat difficult",6,6,6,3,1,"Other","PC",16,"Fun",0,1,1,3,3,4,3,3,4,3,3,3,3,3,3,4,1,3,1,"Male",24,"Student","Bachelors","Denmark","Denmark","Singleplayer",13,22,48,1
6902,0,0,1,0,0,0,0,"Not difficult at all",5,5,5,5,2,"League of Legends","PC",9,"Fun",1,2,2,1,2,3,3,1,1,2,1,2,2,0,1,3,0,1,2,"Male",19,"Student","High School","USA","USA","Multiplayer",1,22,27,0
6904,1,1,1,1,0,1,0,"Somewhat difficult",6,6,6,5,3,"League of Legends","PC",25,"Competition",3,1,3,1,1,2,2,2,1,1,1,3,3,2,3,3,1,3,2,"Male",19,"Student","High School","China","Canada","Multiplayer",5,26,33,0
6905,0,0,0,1,1,0,2,"Not difficult at all",3,4,3,2,6,"League of Legends","PC",9,"Fun",0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"Male",18,"Student","Bachelors","Spain","Spain","Multiplayer",4,18,5,0
6907,0,0,0,0,0,0,0,"Not difficult at all",6,7,7,7,6,"League of Legends","PC",45,"Competition",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Male",24,"Employed","Masters","UK","UK","Multiplayer",0,33,0,0
6908,2,1,2,0,1,0,0,"Somewhat difficult",5,7,6,2,4,"League of Legends","PC",10,"Competition",4,0,4,0,1,2,1,1,0,3,1,4,1,0,2,3,1,1,2,"Male",18,"Student","None","Denmark","Denmark","Multiplayer",6,24,25,0
6910,1,0,0,1,0,0,1,"Somewhat difficult",4,3,4,3,5,"Other","Console",5,"Fun",5,0,1,2,1,0,1,0,2,1,0,1,0,0,0,1,0,0,2,"Male",25,"Student","High School","Sweden","Sweden","Singleplayer",3,19,10,0
6911,1,3,2,3,0,2,2,"Very difficult",2,2,1,2,2,"League of Legends","PC",30,"Competition",20,1,3,3,4,2,3,1,4,4,3,4,3,1,3,3,2,1,4,"Female",18,"Student","None","Germany","Germany","Multiplayer",13,9,45,1
6912,0,0,0,2,0,0,0,"Not difficult at all",6,5,6,4,3,"League of Legends","PC",20,"Fun",15,1,0,3,4,0,0,2,4,4,1,0,0,0,0,1,0,0,1,"Male",19,"Student","High School","USA","USA","Multiplayer",2,24,20,0
6913,0,0,1,1,0,2,1,"Somewhat difficult",2,3,4,2,4,"League of Legends","PC",30,"Fun",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Male",19,"Student","High School","Germany","Germany","Multiplayer",5,15,0,0
6914,1,1,1,1,0,1,1,"Somewhat difficult",5,6,6,6,5,"League of Legends","PC",12,"Competition",5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,"Male",29,"Employed","Bachelors","USA","USA","Multiplayer",6,28,2,0
6915,3,2,2,3,3,3,0,"Very difficult",1,2,4,4,6,"League of Legends","PC",50,"Competition",30,0,2,4,3,1,3,1,3,4,1,4,0,0,2,1,0,1,1,"Male",18,"Unemployed","High School","Netherlands","Netherlands","Multiplayer",16,17,30,1
6916,1,1,1,1,0,0,1,"Not difficult at all",2,6,4,2,2,"Other","PC",30,"Fun",2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,"Male",25,"Employed","High School","USA","USA","Multiplayer",5,16,4,0
6918,1,2,2,1,0,2,1,"Very difficult",2,2,3,3,2,"League of Legends","PC",20,"Fun",5,2,2,2,2,1,3,1,2,3,2,3,2,0,1,1,1,2,1,"Male",25,"Student","High School","Netherlands","Netherlands","Multiplayer",9,12,30,0
6919,0,0,1,0,0,1,1,"Somewhat difficult",6,7,6,4,3,"League of Legends","PC",3,"Fun",1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,"Male",21,"Student","Bachelors","USA","USA","Multiplayer",3,26,3,0
6920,2,1,2,2,0,0,1,"Somewhat difficult",3,3,6,5,2,"League of Legends","PC",14,"Competition",4,2,0,0,0,2,0,1,0,0,0,0,1,1,0,0,2,1,4,"Male",33,"Employed","Bachelors","Germany","Germany","Multiplayer",8,19,10,0
6921,1,1,1,1,1,1,0,"Somewhat difficult",3,3,4,2,2,"League of Legends","PC",18,"Fun",10,1,0,1,1,2,0,0,1,1,1,1,0,1,1,1,1,0,2,"Female",26,"Employed","High School","USA","USA","Multiplayer",6,14,13,0
6922,1,0,1,0,0,0,0,"Not difficult at all",2,6,6,2,2,"League of Legends","PC",8,"Competition",20,0,0,0,0,1,0,2,0,2,1,0,2,0,0,2,1,0,2,"Male",19,"Unemployed","High School","Canada","Canada","Multiplayer",2,18,11,0
6923,0,0,0,0,1,0,0,"Not difficult at all",4,5,6,5,4,"League of Legends","PC",14,"Competition",7,3,1,0,0,2,1,0,0,0,0,0,2,0,0,0,2,1,2,"Male",26,"Employed","Bachelors","USA","USA","Multiplayer",1,24,12,0
6924,3,2,2,2,2,2,2,"Somewhat difficult",2,2,2,2,2,"League of Legends","PC",20,"Competition",40,2,0,0,4,0,2,0,4,4,4,4,0,3,4,0,3,0,2,"Male",22,"Unemployed","None","USA","USA","Multiplayer",15,10,34,1
6925,3,2,3,0,0,0,3,"Extremely difficult",1,1,1,1,6,"League of Legends","PC",12,"Fun",10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"Male",20,"Unemployed","Bachelors","Russia","Germany","Multiplayer",11,10,1,1
6926,1,1,1,0,1,1,1,"Not difficult at all",5,6,6,5,3,"League of Legends","PC",10,"Fun",0,2,1,2,3,1,2,1,2,1,3,2,1,0,2,1,1,2,2,"Male",18,"Student","None","USA","USA","Multiplayer",6,25,27,0
6927,0,1,1,1,0,1,0,"Not difficult at all",5,6,6,7,5,"League of Legends","PC",30,"Competition",25,2,0,1,4,2,1,2,4,1,3,3,3,4,1,0,2,1,4,"Male",23,"Employed","Masters","USA","USA","Multiplayer",4,29,34,0
6928,2,1,1,1,3,1,0,"Very difficult",1,3,2,4,2,"League of Legends","PC",20,"Fun",10,0,0,1,3,0,2,2,2,1,0,4,0,0,2,2,1,0,2,"Male",23,"Student","High School","USA","USA","Multiplayer",9,12,20,0
6929,1,0,0,1,2,1,0,"Somewhat difficult",5,5,5,4,5,"Other","PC",22,"Fun",3,0,1,1,2,0,1,1,2,2,1,1,1,1,2,0,1,1,2,"Male",19,"Student","High School","Russia","USA","Multiplayer",5,24,18,0
6930,0,1,0,3,0,1,0,"Not difficult at all",3,4,5,3,6,"League of Legends","PC",20,"Competition",10,2,1,0,3,1,0,0,0,4,1,2,0,0,1,0,2,0,2,"Male",19,"Student","High School","Venezuela","Spain","Multiplayer",5,21,17,0
6931,1,0,0,1,2,1,0,"Somewhat difficult",2,5,5,2,2,"League of Legends","PC",10,"Competition",8,0,2,1,2,1,1,0,3,4,1,2,1,0,1,1,0,0,2,"Male",19,"Student","High School","Netherlands","Netherlands","Singleplayer",5,16,20,0
6933,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,6,2,"League of Legends","PC",16,"Competition",4,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,2,"Male",23,"Employed","Bachelors","USA","USA","Multiplayer",0,26,5,0
6934,3,0,3,2,1,1,0,"Somewhat difficult",3,2,6,5,2,"Starcraft 2","PC",15,"Fun",25,2,1,0,2,1,1,1,1,1,1,2,0,1,2,0,0,0,1,"Male",18,"Student","Bachelors","Sweden","Sweden","Multiplayer",10,18,16,1
6936,0,1,1,0,0,1,0,"Not difficult at all",3,6,4,2,2,"League of Legends","PC",25,"Competition",14,1,2,0,3,0,0,1,0,3,0,3,0,0,0,1,0,0,3,"Male",18,"Student","High School","Canada","Canada","Multiplayer",3,17,14,0
6937,1,1,1,0,0,2,1,"Somewhat difficult",3,3,4,4,3,"League of Legends","PC",20,"Competition",10,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,3,"Male",23,"Employed","High School","USA","USA","Multiplayer",6,17,5,0
6938,0,3,3,3,1,0,0,"Somewhat difficult",3,5,5,4,1,"League of Legends","PC",8,"Competition",5,2,2,0,0,3,1,3,2,1,0,1,2,0,0,3,2,0,1,"Male",22,"Student","Bachelors","Philippines","Canada","Multiplayer",10,18,22,1
6939,0,0,1,0,0,2,3,"Not difficult at all",2,7,4,3,5,"League of Legends","PC",24,"Competition",10,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,2,2,"Male",19,"Student","Bachelors","Germany","Germany","Multiplayer",6,21,7,0
6941,0,0,0,0,0,0,0,"Not difficult at all",5,6,7,5,7,"League of Legends","PC",7,"Fun",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Male",32,"Employed","Bachelors","Canada","Canada","Multiplayer",0,30,1,0
6942,1,1,2,0,0,2,0,"Somewhat difficult",2,2,1,1,1,"League of Legends","PC",12,"Competition",25,2,0,4,4,3,4,0,4,3,3,2,1,0,2,2,2,2,2,"Male",24,"Employed","High School","Germany","Germany","Multiplayer",6,7,38,0
6943,1,0,1,0,0,0,0,"Not difficult at all",6,5,5,5,3,"Other","PC",40,"Competition",8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,"Male",28,"Employed","Bachelors","Netherlands","Netherlands","Multiplayer",2,24,3,0
6944,0,1,2,1,0,1,1,"Not difficult at all",4,4,3,3,3,"League of Legends","PC",15,"Fun",3,3,1,1,1,3,1,2,1,2,1,3,4,0,1,3,2,1,1,"Male",25,"Employed","Bachelors","USA","USA","Multiplayer",6,17,30,0
6945,1,1,2,2,1,0,2,"Somewhat difficult",5,5,4,6,3,"League of Legends","PC",20,"Competition",3,1,2,1,2,3,1,2,0,1,2,3,1,0,2,3,1,2,1,"Male",20,"Student","High School","Canada","Canada","Multiplayer",9,23,27,0
6946,1,1,1,1,0,1,0,"Somewhat difficult",3,6,6,4,3,"League of Legends","PC",20,"Fun",25,1,2,3,3,3,3,1,3,4,3,4,4,0,2,3,1,1,2,"Male",21,"Student","High School","USA","USA","Multiplayer",5,22,41,0
6947,0,0,0,0,0,0,0,"Not difficult at all",5,6,5,4,5,"League of Legends","PC",30,"Competition",3,1,1,3,1,0,1,0,3,3,0,3,0,0,1,0,1,0,4,"Male",19,"Student","None","Poland","Poland","Multiplayer",0,25,18,0
6948,2,0,2,0,0,2,0,"Somewhat difficult",2,5,3,3,2,"League of Legends","PC",16,"Fun",2,1,2,0,1,1,1,0,0,1,1,0,1,0,1,1,2,1,1,"Male",22,"Student","Bachelors","South Africa","South Africa","Multiplayer",6,15,14,0
6949,0,0,1,0,0,1,0,"Somewhat difficult",4,6,5,5,5,"League of Legends","PC",15,"Fun",20,1,3,0,1,2,2,3,2,3,1,4,1,1,2,3,0,1,2,"Male",18,"Student","High School","Germany","Germany","Multiplayer",2,25,30,0
6950,1,0,1,0,0,0,0,"Not difficult at all",6,6,7,7,5,"Other","PC",1,"Fun",5,0,0,0,0,0,0,1,1,1,0,0,0,2,1,1,0,1,1,"Male",20,"Student","High School","Germany","Germany","Multiplayer",2,31,8,0
6951,2,1,1,1,0,0,0,"Not difficult at all",4,5,5,5,3,"League of Legends","PC",5,"Competition",10,1,2,0,2,2,0,1,0,1,1,2,2,0,0,1,1,1,2,"Female",31,"Student","Masters","USA","USA","Multiplayer",5,22,17,0
6953,0,1,1,0,0,1,0,"Not difficult at all",5,6,7,7,6,"League of Legends","PC",10,"Fun",2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,"Male",25,"Student","Bachelors","Romania","Germany","Multiplayer",3,31,4,0
6954,0,0,0,1,0,2,0,"Somewhat difficult",2,2,3,1,2,"League of Legends","PC",10,"Competition",100,0,2,1,1,0,1,0,1,1,0,2,2,0,1,2,0,0,3,"Male",21,"Unemployed","High School","USA","USA","Multiplayer",3,10,14,0
6955,0,0,0,0,0,1,0,"Not difficult at all",6,7,6,6,7,"League of Legends","PC",15,"Competition",10,1,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,1,"Male",23,"Student","Masters","USA","USA","Multiplayer",1,32,7,0
6956,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,6,3,"League of Legends","PC",20,"Competition",0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,3,3,"Male",21,"Employed","Bachelors","UK","UK","Multiplayer",0,27,10,0
6957,0,0,0,0,0,1,0,"Not difficult at all",6,6,6,6,6,"League of Legends","PC",17,"Competition",3,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,"Male",18,"Student","High School","UK","France","Multiplayer",1,30,6,0
6958,1,0,0,0,0,1,0,"Not difficult at all",2,3,4,2,7,"League of Legends","PC",25,"Competition",5,0,2,1,3,2,2,0,0,2,0,3,0,1,0,0,0,0,2,"Male",21,"Student","High School","Argentina","Argentina","Multiplayer",2,18,16,0
6960,1,0,1,0,0,1,0,"Not difficult at all",6,6,6,6,5,"League of Legends","PC",10,"Fun",4,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,"Male",25,"Employed","Masters","Unknown","Unknown","Multiplayer",3,29,14,0
6961,1,1,1,0,2,1,0,"Somewhat difficult",5,5,2,2,5,"League of Legends","PC",20,"Competition",2,1,1,0,1,0,0,0,1,1,0,2,0,0,1,0,2,0,1,"Male",23,"Employed","High School","Argentina","Argentina","Multiplayer",6,19,10,0
6962,1,1,1,1,1,1,1,"Somewhat difficult",4,3,4,5,4,"League of Legends","PC",8,"Competition",3,1,1,1,2,2,2,2,0,1,0,2,2,2,3,2,2,1,1,"Male",19,"Student","High School","USA","USA","Multiplayer",7,20,26,0
6963,1,0,1,0,3,0,0,"Somewhat difficult",6,6,5,5,2,"League of Legends","PC",10,"Fun",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"Male",19,"Student","High School","USA","USA","Multiplayer",5,24,1,0
6964,0,1,3,3,1,0,0,"Not difficult at all",2,4,4,1,3,"League of Legends","PC",8,"Fun",0,0,2,2,3,2,2,4,3,3,0,2,0,0,1,1,0,0,1,"Male",24,"Student","None","USA","USA","Multiplayer",8,14,25,0
6965,0,0,0,0,0,0,0,"Not difficult at all",5,6,5,3,3,"Other","PC",4,"Fun",20,2,1,1,2,1,1,1,0,2,0,0,0,1,1,2,1,0,1,"Male",18,"Student","High School","Japan","USA","Singleplayer",0,22,16,0
6966,1,0,0,0,0,2,0,"Somewhat difficult",6,6,6,3,7,"Diablo 3","PC",60,"Competition",20,0,0,1,3,0,0,0,0,3,0,4,0,0,0,0,0,0,3,"Male",19,"Student","High School","Slovenia","Slovenia","Multiplayer",3,28,11,0
6968,0,0,0,0,0,2,1,"Somewhat difficult",1,3,4,4,2,"League of Legends","PC",60,"Fun",15,1,2,0,3,1,2,1,0,2,1,0,0,0,0,0,0,0,2,"Male",18,"Student","None","USA","USA","Multiplayer",3,14,13,0
6969,3,0,0,1,1,1,2,"Somewhat difficult",1,4,1,1,4,"League of Legends","PC",63,"Fun",14,0,0,0,2,0,1,1,1,1,0,0,0,0,1,0,0,0,1,"Male",21,"Student","High School","Romania","Romania","Multiplayer",8,11,7,0
6970,1,0,0,1,1,0,2,"Extremely difficult",1,1,1,6,3,"Starcraft 2","PC",28,"Competition",25,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,"Male",28,"Unemployed","Bachelors","Netherlands","Netherlands","Multiplayer",5,12,6,0
6971,0,1,0,0,0,0,0,"Not difficult at all",5,6,7,4,3,"League of Legends","PC",16,"Competition",12,1,0,0,1,3,1,1,0,0,0,1,1,0,1,1,0,0,2,"Male",25,"Employed","Bachelors","Poland","Poland","Multiplayer",1,25,11,0
6972,1,0,1,1,1,3,0,"Somewhat difficult",3,6,3,2,2,"Hearthstone","PC",7,"Fun",13,0,0,1,2,2,1,2,1,0,0,2,1,1,1,0,0,0,1,"Male",18,"Student","High School","Lithuania","Lithuania","Multiplayer",7,16,14,0
6975,0,0,0,0,0,0,0,"Not difficult at all",6,6,6,7,7,"League of Legends","PC",10,"Fun",10,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,"Male",18,"Student","High School","Germany","Germany","Multiplayer",0,32,4,0
